Symbol;Name;Country;IPO Year;Sector;Industry
HOVNP;Hovnanian Enterprises Inc Dep Shr Srs A Pfd;United States;;Capital Goods;Homebuilding
HP;Helmerich & Payne Inc. Common Stock;United States;;Energy;Oil & Gas Production
HPE;Hewlett Packard Enterprise Company Common Stock;United States;2015;Technology;Retail: Computer Software & Peripheral Equipment
HPF;John Hancock Pfd Income Fund II Pfd Income Fund II;United States;2002;;
HPI;John Hancock Preferred Income Fund Common Shares of Beneficial Interest;United States;2002;;
HPK;HighPeak Energy Inc. Common Stock;United States;;Energy;Oil & Gas Production
HPKEW;HighPeak Energy Inc. Warrant;United States;;Energy;Oil & Gas Production
HPP;Hudson Pacific Properties Inc. Common Stock;United States;2010;Finance;Real Estate
HPQ;HP Inc. Common Stock;United States;;Technology;Computer Manufacturing
HPR;HighPoint Resources Corporation Common Stock;;2018;Energy;Oil & Gas Production
HPS;John Hancock Preferred Income Fund III Preferred Income Fund III;United States;2003;;
HPX;HPX Corp. Class A Ordinary Shares;United States;2020;Finance;Business Services
HPX.U;HPX Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant;United States;2020;;
HPX.WS;HPX Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50;United States;;;
HQH;Tekla Healthcare Investors Common Stock;United States;1987;;
HQI;HireQuest Inc. Common Stock (DE);United States;;Technology;Professional Services
HQL;TeklaLife Sciences Investors Common Stock;United States;1992;;
HQY;HealthEquity Inc. Common Stock;United States;2014;Miscellaneous;Business Services
HR;Healthcare Realty Trust Incorporated Common Stock;United States;1993;Consumer Services;Real Estate Investment Trusts
HRB;H&R Block Inc. Common Stock;United States;;Consumer Services;Other Consumer Services
HRC;Hill-Rom Holdings Inc Common Stock;United States;;Health Care;Medical/Dental Instruments
HRI;Herc Holdings Inc. Common Stock ;;2016;;
HRL;Hormel Foods Corporation Common Stock;United States;;Consumer Non-Durables;Meat/Poultry/Fish
HRMY;Harmony Biosciences Holdings Inc. Common Stock;United States;2020;Health Care;Major Pharmaceuticals
HROW;Harrow Health Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
HRTG;Heritage Insurance Holdings Inc. Common Stock;;2014;Finance;Property-Casualty Insurers
HRTX;Heron Therapeutics Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
HRZN;Horizon Technology Finance Corporation Common Stock;United States;2010;;
HSAQ;Health Sciences Acquisitions Corporation 2 Ordinary Shares;United States;2020;Finance;Business Services
HSBC;HSBC Holdings plc. Common Stock;United Kingdom;;Finance;Savings Institutions
HSC;Harsco Corporation Common Stock;United States;;Consumer Services;Diversified Commercial Services
HSDT;Helius Medical Technologies Inc. Class A Common Stock (DE);United States;;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
HSIC;Henry Schein Inc. Common Stock;United States;1995;Health Care;Medical Specialities
HSII;Heidrick & Struggles International Inc. Common Stock;United States;1999;Technology;Diversified Commercial Services
HSKA;Heska Corporation Common Stock;United States;1997;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
HSON;Hudson Global Inc. Common Stock;United States;;Technology;Professional Services
HST;Host Hotels & Resorts Inc. Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
HSTM;HealthStream Inc. Common Stock;United States;2000;Technology;Computer Software: Programming Data Processing
HSTO;Histogen Inc. Common Stock;United States;2013;Health Care;Major Pharmaceuticals
HSY;The Hershey Company Common Stock;United States;;Consumer Non-Durables;Specialty Foods
HT;Hersha Hospitality Trust Class A Common Shares of Beneficial Interest;United States;1999;Consumer Services;Real Estate Investment Trusts
HT.PRC;Hersha Hospitality Trust;;;;
HT.PRD;Hersha Hospitality Trust;;;;
HT.PRE;Hersha Hospitality Trust;;;;
HTA;Healthcare Trust of America Inc. Class A Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
HTBI;HomeTrust Bancshares Inc. Common Stock;United States;2012;Finance;Savings Institutions
HTBK;Heritage Commerce Corp Common Stock;United States;;Finance;Major Banks
HTBX;Heat Biologics Inc. Common Stock;United States;2013;Health Care;Major Pharmaceuticals
HTD;John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest;United States;2004;;
HTFA;Horizon Technology Finance Corporation 6.25% Notes due 2022;United States;2017;;
HTGC;Hercules Capital Inc. Common Stock;United States;2012;;
HTGM;HTG Molecular Diagnostics Inc. Common Stock;United States;2015;Capital Goods;Biotechnology: Laboratory Analytical Instruments
HTH;Hilltop Holdings Inc.;United States;;Finance;Major Banks
HTHT;Huazhu Group Limited American Depositary Shares;China;2010;Consumer Services;Hotels/Resorts
HTIA;Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock;United States;;Consumer Services;Real Estate Investment Trusts
HTLD;Heartland Express Inc. Common Stock;United States;1986;Transportation;Trucking Freight/Courier Services
HTLF;Heartland Financial USA Inc. Common Stock;United States;;Finance;Major Banks
HTLFP;Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E;United States;;Finance;Major Banks
HTOO;Fusion Fuel Green PLC Class A Ordinary Shares;Portugal;;Public Utilities;Natural Gas Distribution
HTOOW;Fusion Fuel Green PLC Warrant;Portugal;;Public Utilities;Natural Gas Distribution
HTPA;Highland Transcend Partners I Corp. Class A Ordinary Shares;;2021;Finance;Business Services
HTPA.U;Highland Transcend Partners I Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant;;2020;;
HTPA.WS;Highland Transcend Partners I Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50;;;;
HTY;John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest;United States;;;
HUBB;Hubbell Inc Common Stock;United States;2015;Capital Goods;Electrical Products
HUBG;Hub Group Inc. Class A Common Stock;United States;1996;Transportation;Oil Refining/Marketing
HUBS;HubSpot Inc. Common Stock;United States;2014;Technology;Computer Software: Prepackaged Software
HUDI;Huadi International Group Co. Ltd. Ordinary Shares;China;2021;Basic Industries;Steel/Iron Ore
HUGE;FSD Pharma Inc. Class B Subordinate Voting Shares;Canada;;Health Care;Major Pharmaceuticals
HUIZ;Huize Holding Limited American Depositary Shares;China;2020;Finance;Specialty Insurers
HUM;Humana Inc. Common Stock;United States;;Health Care;Medical Specialities
HUN;Huntsman Corporation Common Stock;United States;2005;Basic Industries;Major Chemicals
HURC;Hurco Companies Inc. Common Stock;United States;;Capital Goods;Industrial Machinery/Components
HURN;Huron Consulting Group Inc. Common Stock;United States;2004;Consumer Services;Professional Services
HUSA;Houston American Energy Corporation Common Stock;United States;;Energy;Oil & Gas Production
HUSN;Hudson Capital Inc. Ordinary Shares;China;2017;Consumer Services;Professional Services
HUYA;HUYA Inc. American depositary shares each  representing one Class A ordinary share;United States;2018;Technology;Computer Software: Programming Data Processing
HVBC;HV Bancorp Inc. Common Stock;United States;2017;Finance;Major Banks
HVT;Haverty Furniture Companies Inc. Common Stock;United States;;Consumer Services;Other Specialty Stores
HVT/A;Haverty Furniture Companies Inc.;United States;;;
HWBK;Hawthorn Bancshares Inc. Common Stock;United States;;Finance;Major Banks
HWC;Hancock Whitney Corporation Common Stock;United States;;Finance;Major Banks
HWCC;Houston Wire & Cable Company Common Stock;United States;2006;Consumer Non-Durables;Telecommunications Equipment
HWCPL;Hancock Whitney Corporation 5.95% Subordinated Notes due 2045;United States;;Finance;Major Banks
HWCPZ;Hancock Whitney Corporation 6.25% Subordinated Notes due 2060;United States;;Finance;Major Banks
HWKN;Hawkins Inc. Common Stock;United States;;Consumer Durables;Specialty Chemicals
HWM;Howmet Aerospace Inc. Common Stock;United States;;Capital Goods;Metal Fabrications
HWM.PR;Howmet Aerospace Inc.;;;;
HX;Xiaobai Maimai Inc. ADR;China;2017;Finance;Finance: Consumer Services
HXL;Hexcel Corporation Common Stock;United States;;Basic Industries;Major Chemicals
HY;Hyster-Yale Materials Handling Inc. Class A Common Stock;United States;;Capital Goods;Construction/Ag Equipment/Trucks
HYB;New America High Income Fund Inc. (The) Common Stock;United States;1988;;
HYFM;Hydrofarm Holdings Group Inc. Common Stock;United States;2020;Consumer Durables;Consumer Specialties
HYI;Western Asset High Yield Defined Opportunity Fund Inc. Common Stock;;2010;;
HYLN;Hyliion Holdings Corp. Class A Common Stock;;2019;Capital Goods;Construction/Ag Equipment/Trucks
HYMC;Hycroft Mining Holding Corporation Class A Common Stock;United States;2018;Basic Industries;Precious Metals
HYMCL;Hycroft Mining Holding Corporation Warrants;United States;;Basic Industries;Precious Metals
HYMCW;Hycroft Mining Holding Corporation  Warrant;United States;2018;Basic Industries;Precious Metals
HYMCZ;Hycroft Mining Holding Corporation Warrant;United States;;Basic Industries;Precious Metals
HYRE;HyreCar Inc. Common Stock;United States;2018;Consumer Services;Rental/Leasing Companies
HYT;Blackrock Corporate High Yield Fund Inc. Common Stock;United States;2003;;
HZAC;Horizon Acquisition Corporation Class A Ordinary Shares;United States;2020;Finance;Business Services
HZAC.U;Horizon Acquisition Corporation Units each consisting of one Class A Ordinary Shares and one-third of one Redeemable warrant;United States;2020;;
HZAC.WS;Horizon Acquisition Corporation Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50;United States;;;
HZN;Horizon Global Corporation Common Shares;United States;2015;Capital Goods;Auto Parts:O.E.M.
HZNP;Horizon Therapeutics Public Limited Company Ordinary Shares;Ireland;2011;Health Care;Major Pharmaceuticals
HZO;MarineMax Inc.  (FL) Common Stock;United States;1998;Consumer Services;Other Specialty Stores
HZON;Horizon Acquisition Corporation II Class A Ordinary Shares;United States;2020;Finance;Business Services
HZON.U;Horizon Acquisition Corporation II Units each consisting of one Class A ordinary share and one-third of one redeemable warrant;United States;2020;;
HZON.WS;Horizon Acquisition Corporation II Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50;United States;;;
IAA;IAA Inc. Common Stock ;;2019;Consumer Durables;Automotive Aftermarket
IAC;IAC/InterActiveCorp Common Stock;United States;;Consumer Services;Other Consumer Services
IACA;ION Acquisition Corp 1 Ltd. Class A Ordinary Shares;Israel;2020;Finance;Business Services
IACA.U;ION Acquisition Corp 1 Ltd. Units;Israel;2020;;
IACA.WS;ION Acquisition Corp 1 Ltd. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share;Israel;;;
IAE;Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest;United States;2007;;
IAF;Aberdeen Australia Equity Fund Inc Common Stock;United States;;;
IAG;Iamgold Corporation Ordinary Shares;Canada;;Basic Industries;Precious Metals
IART;Integra LifeSciences Holdings Corporation Common Stock;United States;;Health Care;Medical/Dental Instruments
IBA;Industrias Bachoco S.A.B. de C.V. Common Stock;Mexico;1997;Consumer Non-Durables;Meat/Poultry/Fish
IBCP;Independent Bank Corporation Common Stock;United States;;Finance;Major Banks
IBEX;IBEX Limited Common Shares;Bermuda;2020;Technology;EDP Services
IBHF;iShares iBonds 2026 Term High Yield and Income ETF;United States;2020;;
IBIO;iBio Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
IBKR;Interactive Brokers Group Inc. Class A Common Stock;United States;2019;Finance;Investment Bankers/Brokers/Service
IBM;International Business Machines Corporation Common Stock;United States;;Technology;Computer Manufacturing
IBN;ICICI Bank Limited Common Stock;India;;Finance;Commercial Banks
IBOC;International Bancshares Corporation Common Stock;United States;;Finance;Major Banks
IBP;Installed Building Products Inc. Common Stock;;2014;Basic Industries;Homebuilding
IBTX;Independent Bank Group Inc Common Stock;United States;2013;Finance;Major Banks
ICAD;iCAD Inc. Common Stock;United States;;Health Care;Medical/Dental Instruments
ICBK;County Bancorp Inc. Common Stock;United States;2015;Finance;Major Banks
ICCC;ImmuCell Corporation Common Stock;United States;1987;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
ICCH;ICC Holdings Inc. Common Stock;United States;2017;Finance;Property-Casualty Insurers
ICD;Independence Contract Drilling Inc. Common Stock;;2014;Energy;Oil & Gas Production
ICE;Intercontinental Exchange Inc. Common Stock;United States;2005;Finance;Investment Bankers/Brokers/Service
ICFI;ICF International Inc. Common Stock;United States;2006;Consumer Services;Professional Services
ICHR;Ichor Holdings Ordinary Shares;United States;2016;Technology;Semiconductors
ICL;ICL Group Ltd. Ordinary Shares;Israel;2014;Basic Industries;Agricultural Chemicals
ICLK;iClick Interactive Asia Group Limited American Depositary Shares;Hong Kong;2017;Technology;Computer Software: Prepackaged Software
ICLR;ICON plc Ordinary Shares;Ireland;1998;Health Care;Biotechnology: Commercial Physical & Biological Resarch
ICMB;Investcorp Credit Management BDC Inc. Common Stock;United States;2014;;
ICON;Iconix Brand Group Inc. Common Stock;United States;;Consumer Non-Durables;Shoe Manufacturing
ICPT;Intercept Pharmaceuticals Inc. Common Stock;United States;2012;Health Care;Major Pharmaceuticals
ICUI;ICU Medical Inc. Common Stock;United States;1992;Health Care;Medical/Dental Instruments
ID;PARTS iD Inc. Class A Common Stock;United States;2017;Technology;Advertising
IDA;IDACORP Inc. Common Stock;United States;;Public Utilities;Electric Utilities: Central
IDCC;InterDigital Inc. Common Stock;United States;;Miscellaneous;Multi-Sector Companies
IDE;Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest;United States;2010;;
IDEX;Ideanomics Inc. Common Stock;United States;;Capital Goods;Auto Manufacturing
IDN;Intellicheck Inc. Common Stock;United States;1999;Technology;Computer Software: Prepackaged Software
